Time,Temperature,Humidity,Voltage,LED_Red,LED_Yellow,LED_Blue
2025-09-28 00:31:57,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:31:59,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:01,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:02,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:04,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:06,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:08,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:10,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:12,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:15,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:17,39.49,44.7,3.125967741935482,-,-,ON
2025-09-28 00:32:19,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:21,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:22,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:24,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:26,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:28,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:30,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:32,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:34,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:36,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:38,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:40,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:42,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:44,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:46,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:48,39.85,36.995,3.2224193548387086,-,OFF,ON
2025-09-28 00:32:50,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:32:52,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:32:54,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:32:56,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:32:59,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:02,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:04,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:06,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:08,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:10,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:12,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:14,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:15,36.455,40.51500000000001,3.222580645161289,-,-,ON
2025-09-28 00:33:17,34.015,43.245000000000005,3.222580645161289,-,-,ON
2025-09-28 00:33:19,34.015,43.245000000000005,3.222580645161289,-,-,ON
2025-09-28 00:33:21,34.015,43.245000000000005,3.222580645161289,-,-,ON
2025-09-28 00:33:23,34.015,43.245000000000005,3.222580645161289,-,-,ON
